,name,vocation,level,world,experience,world_type,ingestion_time,ingestion_date,source_system,batch_id
154,Nestick,master sorcerer,934,thyria,13530621523,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
155,Nice Joke,elder druid,1037,thyria,18520797213,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
156,Nightre Mage,none,180,thyria,94146262,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
157,Ninja fighter,exalted monk,412,thyria,1153126928,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
158,Noise Wiicked,elder druid,1267,thyria,33781418705,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
159,Not Apolo,master sorcerer,1146,thyria,25002271019,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
160,Not Billyonaire,master sorcerer,1289,thyria,35598160719,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
161,Not Pejp,royal paladin,1140,thyria,24619655730,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
162,Orlikoo,royal paladin,1138,thyria,24484818827,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
163,Otis Cereone,master sorcerer,931,thyria,13369998948,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
164,Palisano,royal paladin,1099,thyria,22015505354,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
165,Palmmerro,none,65,thyria,4242268,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
166,Pan Cucumbeer,royal paladin,1235,thyria,31278579650,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
167,Pan Mekambe,master sorcerer,971,thyria,15178434173,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
168,Pani Paka,elder druid,1019,thyria,17544414011,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
169,Piasteczka,exalted monk,889,thyria,11665403341,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
170,Piipexz,royal paladin,1703,thyria,82050075646,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
171,Poczesany,royal paladin,1125,thyria,23619088239,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
172,Polna Rusalka,none,61,thyria,3472709,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
173,Prom Tyll,elder druid,1688,thyria,79987738349,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
174,Qexy Aka Ginger,royal paladin,1044,thyria,18881231674,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
175,Rick sick eraa,master sorcerer,1147,thyria,25060584738,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
176,Rinter,royal paladin,1399,thyria,45458970290,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
177,Rivotrikz,master sorcerer,932,thyria,13417539140,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
178,Rizeko,elite knight,1371,thyria,42779773784,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
179,Royal Denoft,royal paladin,1238,thyria,31477476317,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
180,Royal Folloring,royal paladin,1201,thyria,28754257400,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
181,Royal Raczkoo,royal paladin,1094,thyria,21728764349,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
182,Royal Radekx,elite knight,1201,thyria,28752771359,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
183,Royal dakora,royal paladin,1117,thyria,23158493183,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
184,Rudogrzywy,elite knight,1734,thyria,86679939299,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
185,Ruge,elite knight,1445,thyria,50124052663,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
186,Rylod Mavenus,elite knight,1075,thyria,20640512872,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
187,Salethorix,royal paladin,1300,thyria,36484638487,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
188,Sali Soth,none,74,thyria,6473409,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
189,Sandomierz Priest,exalted monk,631,thyria,4160102070,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
190,Satinator,royal paladin,1127,thyria,23778532208,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
191,Sedm,elite knight,1120,thyria,23347999438,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
192,Senior Nemr,master sorcerer,1016,thyria,17416796951,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
193,Sennin Kami,royal paladin,1446,thyria,50253726649,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
194,Sick Paladin,royal paladin,1346,thyria,40485528007,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
195,Sijundis Maliamwen,master sorcerer,1229,thyria,30818963112,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
196,Sir Zorroo,elite knight,1127,thyria,23791312736,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
197,Sirir Monke,exalted monk,385,thyria,942808079,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
198,Skiepek Rookstayer,none,64,thyria,4095148,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
199,Speedda,elder druid,1763,thyria,91139903851,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
200,Spieracz Pafuf,none,70,thyria,5330636,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
201,Star Rook,none,103,thyria,17303389,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
202,Star Shriondo,elite knight,1122,thyria,23473219577,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
203,Steely Bolter,royal paladin,1054,thyria,19437656506,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
204,Strong Monka,exalted monk,437,thyria,1371968106,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
205,Strzyga on Thoria,none,62,thyria,3681866,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
206,Sycho Kid,royal paladin,1099,thyria,22035983524,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
207,Syriz,master sorcerer,2255,thyria,190653737325,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
208,Szmuggy,royal paladin,2133,thyria,161363592062,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
209,Sztywny Gryps,master sorcerer,1002,thyria,16702156505,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
210,Szybki Najtor,elite knight,1171,thyria,26658343511,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
211,Tenezos,exalted monk,420,thyria,1217497856,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
212,Thrral of Nebula,none,66,thyria,4552042,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
213,Tia Mikras,elder druid,989,thyria,16027813205,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
214,Tio Mikras,master sorcerer,936,thyria,13582699115,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
215,Titinga Cachaceiro,none,75,thyria,6528756,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
216,Titio Pride,elder druid,1068,thyria,20205837610,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
217,Tobii,elite knight,1124,thyria,23549089005,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
218,Tom Aron,elite knight,1060,thyria,19770514232,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
219,Tomaz,elite knight,1116,thyria,23051216834,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
220,Tommy'Bolter,royal paladin,1145,thyria,24950678163,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
221,Tomoho,royal paladin,1760,thyria,90636901906,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
222,Torjus,master sorcerer,1169,thyria,26497876480,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
223,Toxic Pups,elder druid,1633,thyria,72366328527,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
224,Trathos,none,256,thyria,276188746,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
225,Triiui Da Legend,royal paladin,1560,thyria,63090493691,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
226,True Veccy,none,78,thyria,7385124,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
227,Tyrytron,elder druid,1079,thyria,20866811450,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
228,User Piko,none,64,thyria,4034856,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
229,Utrecht,none,62,thyria,3671827,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
230,Vana Bellator,master sorcerer,984,thyria,15810141159,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
231,Vandemon,royal paladin,1251,thyria,32509060607,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
232,Vanessa of Furora,none,117,thyria,25364351,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
233,Vanted,royal paladin,1058,thyria,19630800071,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
234,Vemes,none,65,thyria,4347702,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
235,Vilir,master sorcerer,1183,thyria,27459552600,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
236,Vonka Veedy,royal paladin,1059,thyria,19731764795,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
237,Wall Zmialo,elder druid,1064,thyria,19971351721,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
238,Wolosh,exalted monk,512,thyria,2214251107,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
239,Wu rir,royal paladin,1157,thyria,25693060900,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
240,Wulki,exalted monk,448,thyria,1479053664,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
241,Xamdu,royal paladin,1186,thyria,27723343784,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
242,Xauronek,elite knight,1077,thyria,20754794981,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
243,Xayeek,none,133,thyria,37679231,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
244,Xinetta,none,65,thyria,4186721,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
245,Xiv Dragonheartt,master sorcerer,1204,thyria,29003666246,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
246,Xolorian,elder druid,1150,thyria,25246332216,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
247,Xuumus,elite knight,1332,thyria,39246824753,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
248,Ybe rioon,exalted monk,445,thyria,1458410344,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
249,Young Talent,master sorcerer,1763,thyria,91142155293,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
250,Yuric,royal paladin,1104,thyria,22306902666,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
251,Zoky Rookstayer,none,69,thyria,5120030,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
252,Zster,exalted monk,896,thyria,11925296698,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
253,Zukkutun,master sorcerer,1103,thyria,22270431913,Open PvP,2026-01-26 18:51:49.198787,2026-01-26,highscore_tibia_page,600b0d28-8f88-40da-961f-fbbaee373da3
254,Aaron Randevous,master sorcerer,1146,xymera,25009216976,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
255,Aaryn Randevous,royal paladin,1103,xymera,22286270947,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
256,Alfa Sios,elder druid,1112,xymera,22836491668,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
257,Angelito Bifestinha,exalted monk,588,xymera,3367476365,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
258,Art Fury,elder druid,1487,xymera,54677781675,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
259,Arts Fury,elder druid,1021,xymera,17635569828,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
260,Bidu Da Bahea,master sorcerer,921,xymera,12954663394,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
261,Bikesh,royal paladin,1202,xymera,28865135697,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
262,Cada Diamasfacil,royal paladin,1509,xymera,57149872662,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
263,Cloud Swag,elite knight,1131,xymera,23993444720,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
264,Coleto,exalted monk,435,xymera,1358345957,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
265,Compa Alexx,elder druid,1057,xymera,19585452369,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
266,Compa Chinito,master sorcerer,961,xymera,14718837214,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
267,Compa Rndy,elder druid,1024,xymera,17822217970,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
268,Danny Veeneeking,royal paladin,1102,xymera,22203811178,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
269,Doctorsito,elder druid,1069,xymera,20280338303,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
270,Don Victtor Millonetta,elite knight,1477,xymera,53499585211,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
271,Drogo Morningstar,elite knight,1089,xymera,21465302617,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
272,Edorix Shaolin,exalted monk,756,xymera,7163086818,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
273,Ennsage,exalted monk,431,xymera,1319973506,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
274,Er Grimgo,master sorcerer,1106,xymera,22458175403,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
275,Er Maikeer,elite knight,1204,xymera,29008159525,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
276,Exalted Zixena,exalted monk,660,xymera,4756412247,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
277,Famous The Cholo,master sorcerer,1363,xymera,42101542676,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
278,Fistilicious,exalted monk,360,xymera,770829264,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
279,Fists of pera,exalted monk,566,xymera,3003504858,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
280,General Ancor,exalted monk,555,xymera,2830270038,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
281,Golden Arez,elder druid,1262,xymera,33375475579,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
282,Gyngka,exalted monk,754,xymera,7090623877,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
283,Harry Monk,exalted monk,446,xymera,1459328383,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
284,Hounen,exalted monk,367,xymera,812326632,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
285,Jaiba Tactica,exalted monk,454,xymera,1549261001,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
286,Jamonk Trapz,exalted monk,727,xymera,6372710815,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
287,Jesuitox Dictador,elder druid,1077,xymera,20750197284,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
288,Kaiju Ocho,exalted monk,434,xymera,1352364876,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
289,Kaizen Mario,elite knight,1194,xymera,28269680289,Open PvP,2026-01-19 00:05:52.355760,2026-01-19,highscore_tibia_page,b80a29ab-ed52-43e5-a55e-53bc4ec17283
