,rank,name,world,vocation,level,experience,world_type,updated_at
264,265,Carlinnnn,astera,master sorcerer,2030,139190251092,Optional PvP,2026-01-26 19:02:58.360767
265,266,Loli Insane,calmera,royal paladin,2030,139082737545,Optional PvP,2026-01-26 19:02:58.360767
266,267,Dudopix Enterprise,ferobra,elder druid,2028,138751269200,Open PvP,2026-01-26 19:02:58.360767
267,268,Lefay,honbra,master sorcerer,2027,138508523920,Open PvP,2026-01-26 19:02:58.360767
268,269,Gabz Implacavel,collabra,royal paladin,2026,138316283037,Optional PvP,2026-01-26 19:02:58.360767
269,270,Ragha Healer,kalibra,elder druid,2026,138202392909,Optional PvP,2026-01-26 19:02:58.360767
270,271,Kalixto Barao,collabra,elder druid,2026,138193197802,Optional PvP,2026-01-26 19:02:58.360767
271,272,Jack Black Sabbath,gentebra,elder druid,2024,137976788433,Optional PvP,2026-01-26 19:02:58.360767
272,273,Bryziin,quelibra,master sorcerer,2024,137955672105,Open PvP,2026-01-26 19:02:58.360767
273,274,Ma Ri Nhoo,yonabra,elite knight,2024,137926718740,Optional PvP,2026-01-26 19:02:58.360767
274,275,Nonstop Bruno,inabra,royal paladin,2024,137873088089,Open PvP,2026-01-26 19:02:58.360767
275,276,Danipuff,yonabra,elite knight,2023,137763939874,Optional PvP,2026-01-26 19:02:58.360767
276,277,Exorinho,inabra,elite knight,2022,137556411378,Open PvP,2026-01-26 19:02:58.360767
277,278,Sedrahil,oceanis,royal paladin,2022,137481882401,Optional PvP,2026-01-26 19:02:58.360767
278,279,Exorinho,thyria,elite knight,2021,137279544396,Open PvP,2026-01-26 19:02:58.360767
279,280,Chefao Magnifikdany,quelibra,master sorcerer,2020,137112295610,Open PvP,2026-01-26 19:02:58.360767
280,281,Arthas Mythus,yonabra,royal paladin,2020,137036590210,Optional PvP,2026-01-26 19:02:58.360767
281,282,Gharen Danadinho,honbra,royal paladin,2020,136966335741,Open PvP,2026-01-26 19:02:58.360767
282,283,Tyko Durden,gentebra,master sorcerer,2019,136954028107,Optional PvP,2026-01-26 19:02:58.360767
283,284,Ghzzord Corporation,issobra,master sorcerer,2019,136846961729,Optional PvP,2026-01-26 19:02:58.360767
284,285,Malukiller,gentebra,elite knight,2018,136654778986,Optional PvP,2026-01-26 19:02:58.360767
285,286,Drako Pro,pacera,elder druid,2018,136610195457,Optional PvP,2026-01-26 19:02:58.360767
286,287,Shounan,belobra,master sorcerer,2017,136518520887,Optional PvP,2026-01-26 19:02:58.360767
287,288,Xon Vanetta,premia,elder druid,2016,136175913981,Open PvP,2026-01-26 19:02:58.360767
288,289,Kovacsz,belobra,master sorcerer,2015,136033037487,Optional PvP,2026-01-26 19:02:58.360767
289,290,Gharen Toxico,honbra,royal paladin,2014,135927859016,Open PvP,2026-01-26 19:02:58.360767
290,291,Zaamora Insane,calmera,master sorcerer,2014,135862215837,Optional PvP,2026-01-26 19:02:58.360767
291,292,Gohanoski,pacera,royal paladin,2014,135772471786,Optional PvP,2026-01-26 19:02:58.360767
292,293,Venganza,calmera,royal paladin,2012,135457608152,Optional PvP,2026-01-26 19:02:58.360767
293,294,Vaso De Pobre,talera,elder druid,2012,135435549651,Open PvP,2026-01-26 19:02:58.360767
294,295,Ledha Scholdriel,yonabra,royal paladin,2011,135297758021,Optional PvP,2026-01-26 19:02:58.360767
295,296,Gharen Toxico,jadebra,royal paladin,2010,134988060217,Open PvP,2026-01-26 19:02:58.360767
296,297,Exidysz,ourobra,royal paladin,2009,134813382572,Open PvP,2026-01-26 19:02:58.360767
297,298,Bolzziosti,yonabra,royal paladin,2008,134730046611,Optional PvP,2026-01-26 19:02:58.360767
298,299,Batman Malvadao,inabra,elder druid,2008,134678262889,Open PvP,2026-01-26 19:02:58.360767
299,300,Zezinho Fallout,ourobra,royal paladin,2008,134655672475,Open PvP,2026-01-26 19:02:58.360767
300,301,Tonim Mage,jadebra,master sorcerer,2006,134325658669,Open PvP,2026-01-26 19:02:58.360767
301,302,Theriosti,yonabra,master sorcerer,2005,134025669320,Optional PvP,2026-01-26 19:02:58.360767
302,303,Vann Zett,calmera,elder druid,2004,133825924992,Optional PvP,2026-01-26 19:02:58.360767
303,304,Mighty Rune,celesta,elite knight,2002,133486708776,Optional PvP,2026-01-26 19:02:58.360767
304,305,Nexyz Fallout,ourobra,elder druid,2001,133318228544,Open PvP,2026-01-26 19:02:58.360767
305,306,Hintz Dimavontadi,rasteibra,master sorcerer,2001,133279662845,Open PvP,2026-01-26 19:02:58.360767
306,307,Flango Zeroum,ombra,elder druid,2000,133094179804,Open PvP,2026-01-26 19:02:58.360767
307,308,Pavaks,monza,elder druid,2000,133068779863,Optional PvP,2026-01-26 19:02:58.360767
308,309,Haxukz,kalibra,elder druid,2000,132989891969,Optional PvP,2026-01-26 19:02:58.360767
309,310,Yukiti,ourobra,master sorcerer,2000,132978755820,Open PvP,2026-01-26 19:02:58.360767
310,311,Haxukz,yonabra,elder druid,1999,132815389049,Optional PvP,2026-01-26 19:02:58.360767
311,312,Thiiagod,ferobra,elder druid,1999,132786947416,Open PvP,2026-01-26 19:02:58.360767
312,313,Gharen Miaumiau,ourobra,master sorcerer,1998,132726615395,Open PvP,2026-01-26 19:02:58.360767
313,314,Skunerx,belobra,elite knight,1997,132533770458,Optional PvP,2026-01-26 19:02:58.360767
314,315,Bambaryla Witek,thyria,elder druid,1997,132460574174,Open PvP,2026-01-26 19:02:58.360767
315,316,Tulio Barao,collabra,elite knight,1995,131943932640,Optional PvP,2026-01-26 19:02:58.360767
316,317,Munhoz Holdfast,ferobra,elite knight,1994,131904077603,Open PvP,2026-01-26 19:02:58.360767
317,318,Kharsek,yonabra,elite knight,1994,131792811603,Optional PvP,2026-01-26 19:02:58.360767
318,319,Kharsek,gladera,elite knight,1993,131587773990,Optional PvP,2026-01-26 19:02:58.360767
319,320,Bjornful Bernsz,venebra,elite knight,1990,130995286869,Optional PvP,2026-01-26 19:02:58.360767
320,321,Dimster,collabra,royal paladin,1988,130702724251,Optional PvP,2026-01-26 19:02:58.360767
321,322,Fenia Tegisa,celesta,elder druid,1984,129945010171,Optional PvP,2026-01-26 19:02:58.360767
322,323,Tchaaa,gentebra,elder druid,1984,129789066133,Optional PvP,2026-01-26 19:02:58.360767
323,324,Hozele Kilidaximo,secura,elder druid,1984,129783369392,Optional PvP,2026-01-26 19:02:58.360767
324,325,Xelaum,inabra,elder druid,1983,129672267508,Open PvP,2026-01-26 19:02:58.360767
325,326,Toxic Kleine Esecee,havera,elite knight,1983,129591824934,Open PvP,2026-01-26 19:02:58.360767
326,327,Saullow,jadebra,royal paladin,1982,129477439007,Open PvP,2026-01-26 19:02:58.360767
327,328,Falkzao Supreme Emex,havera,royal paladin,1982,129393501578,Open PvP,2026-01-26 19:02:58.360767
328,329,Junkz,kalibra,master sorcerer,1981,129235529804,Optional PvP,2026-01-26 19:02:58.360767
329,330,Sir Zoop,belobra,royal paladin,1980,129165664095,Optional PvP,2026-01-26 19:02:58.360767
330,331,Bu uzz,serdebra,elder druid,1980,129068505747,Open PvP,2026-01-26 19:02:58.360767
331,332,Sir Wendoza,rasteibra,master sorcerer,1979,128964815733,Open PvP,2026-01-26 19:02:58.360767
332,333,Old Noe,secura,royal paladin,1979,128891250370,Optional PvP,2026-01-26 19:02:58.360767
333,334,Zee Cuei Store,quelibra,elder druid,1977,128565274728,Open PvP,2026-01-26 19:02:58.360767
334,335,Dudopix Corp,ferobra,royal paladin,1977,128448418560,Open PvP,2026-01-26 19:02:58.360767
335,336,Guh Tomorrow,serdebra,elder druid,1976,128222877420,Open PvP,2026-01-26 19:02:58.360767
336,337,Hermaan,monza,royal paladin,1975,128166839566,Optional PvP,2026-01-26 19:02:58.360767
337,338,Davidzinhow,jadebra,elder druid,1975,128044531041,Open PvP,2026-01-26 19:02:58.360767
338,339,Hitman Zor,celebra,master sorcerer,1974,127895022781,Optional PvP,2026-01-26 19:02:58.360767
339,340,Marllinn,belobra,master sorcerer,1973,127680728477,Optional PvP,2026-01-26 19:02:58.360767
340,341,Burk,celebra,elder druid,1972,127476666317,Optional PvP,2026-01-26 19:02:58.360767
341,342,Dukoth,quelibra,royal paladin,1971,127279450806,Open PvP,2026-01-26 19:02:58.360767
342,343,Fiumaroz in,terribra,elder druid,1971,127276373328,Retro Hardcore PvP,2026-01-26 19:02:58.360767
343,344,Unnamed Shadow,venebra,royal paladin,1970,127194944056,Optional PvP,2026-01-26 19:02:58.360767
344,345,Heitorx Zedrin,ourobra,master sorcerer,1970,127123735038,Open PvP,2026-01-26 19:02:58.360767
345,346,Re nanzeraxd,serdebra,elder druid,1969,126930729839,Open PvP,2026-01-26 19:02:58.360767
346,347,So rin,unebra,elder druid,1968,126730931917,Open PvP,2026-01-26 19:02:58.360767
347,348,Dudu,belobra,elder druid,1966,126319986742,Optional PvP,2026-01-26 19:02:58.360767
348,349,Pal Capone,secura,royal paladin,1964,126061504768,Optional PvP,2026-01-26 19:02:58.360767
349,350,Dillon Duenodefirmera,firmera,elder druid,1963,125860296729,Retro Open PvP,2026-01-26 19:02:58.360767
350,351,Maurolkit,secura,elite knight,1962,125532022987,Optional PvP,2026-01-26 19:02:58.360767
351,352,Lady Venganza,luminera,master sorcerer,1962,125512142808,Optional PvP,2026-01-26 19:02:58.360767
352,353,Agressive Kim Toxica,menera,elite knight,1960,125241290302,Optional PvP,2026-01-26 19:02:58.360767
353,354,Heinzinki,vunira,master sorcerer,1960,125200722553,Open PvP,2026-01-26 19:02:58.360767
354,355,Evil Ruan,collabra,master sorcerer,1960,125192642461,Optional PvP,2026-01-26 19:02:58.360767
355,356,Bertinhow,quelibra,master sorcerer,1959,125001231957,Open PvP,2026-01-26 19:02:58.360767
356,357,Mgnfiksupremo Liderdany,quelibra,elder druid,1958,124790153750,Open PvP,2026-01-26 19:02:58.360767
357,358,Selibess,descubra,elite knight,1957,124593529359,Optional PvP,2026-01-26 19:02:58.360767
358,359,Zezinho Zedrin,ourobra,elder druid,1957,124576657401,Open PvP,2026-01-26 19:02:58.360767
359,360,Zmek,antica,elite knight,1956,124380431766,Open PvP,2026-01-26 19:02:58.360767
360,361,Aettherzin,unebra,royal paladin,1955,124194645607,Open PvP,2026-01-26 19:02:58.360767
361,362,Demn,luminera,royal paladin,1954,124145709151,Optional PvP,2026-01-26 19:02:58.360767
362,363,Omel The Cholo,xymera,royal paladin,1954,123988282976,Open PvP,2026-01-26 19:02:58.360767
363,364,Machado Purosangue,kalibra,elite knight,1952,123718184272,Optional PvP,2026-01-26 19:02:58.360767
364,365,Latulla Keldon Overseer,secura,elite knight,1952,123617201292,Optional PvP,2026-01-26 19:02:58.360767
365,366,Dufe,celebra,master sorcerer,1951,123507308566,Optional PvP,2026-01-26 19:02:58.360767
366,367,Kiperek,premia,elite knight,1948,122996712371,Open PvP,2026-01-26 19:02:58.360767
367,368,Ginn Ho,quelibra,elder druid,1948,122957314161,Open PvP,2026-01-26 19:02:58.360767
368,369,Henrisen,pacera,elite knight,1948,122948304873,Optional PvP,2026-01-26 19:02:58.360767
369,370,Lecter,inabra,elite knight,1946,122608832433,Open PvP,2026-01-26 19:02:58.360767
370,371,Mafewz,collabra,elite knight,1946,122474031897,Optional PvP,2026-01-26 19:02:58.360767
371,372,Boski Archmage,secura,master sorcerer,1945,122395296059,Optional PvP,2026-01-26 19:02:58.360767
372,373,Nicemsf orsale,secura,master sorcerer,1945,122395296059,Optional PvP,2026-01-26 19:02:58.360767
373,374,Jackson Knight,kalibra,elite knight,1944,122222291099,Optional PvP,2026-01-26 19:02:58.360767
374,375,Jotazovisk,collabra,royal paladin,1943,122050019755,Optional PvP,2026-01-26 19:02:58.360767
375,376,Lal lolz,belobra,master sorcerer,1943,121938325011,Optional PvP,2026-01-26 19:02:58.360767
376,377,Mokolokinho,belobra,elder druid,1943,121926317559,Optional PvP,2026-01-26 19:02:58.360767
377,378,Judge,celebra,royal paladin,1943,121881695245,Optional PvP,2026-01-26 19:02:58.360767
378,379,Doggosaurus,premia,master sorcerer,1942,121854069413,Open PvP,2026-01-26 19:02:58.360767
379,380,Zmuts,monza,master sorcerer,1942,121815044389,Optional PvP,2026-01-26 19:02:58.360767
380,381,Parabellum,rasteibra,royal paladin,1942,121781651482,Open PvP,2026-01-26 19:02:58.360767
381,382,Andy Mustang,belobra,royal paladin,1942,121764248671,Optional PvP,2026-01-26 19:02:58.360767
382,383,Almom,inabra,elite knight,1942,121756464276,Open PvP,2026-01-26 19:02:58.360767
383,384,Commander David,yonabra,elite knight,1941,121526846868,Optional PvP,2026-01-26 19:02:58.360767
384,385,Moonryell,kalibra,master sorcerer,1941,121519134076,Optional PvP,2026-01-26 19:02:58.360767
385,386,Leik Dwer,celesta,elite knight,1940,121429750223,Optional PvP,2026-01-26 19:02:58.360767
386,387,Darkz Leo,gentebra,master sorcerer,1939,121302706699,Optional PvP,2026-01-26 19:02:58.360767
387,388,Don Roney,honbra,elder druid,1939,121257381248,Open PvP,2026-01-26 19:02:58.360767
388,389,Sorin Ltda,jadebra,royal paladin,1938,121115802611,Open PvP,2026-01-26 19:02:58.360767
389,390,Anita Supreme Emex,havera,elite knight,1937,120900477737,Open PvP,2026-01-26 19:02:58.360767
390,391,Flaashzinho,celebra,elite knight,1937,120806918199,Optional PvP,2026-01-26 19:02:58.360767
391,392,Gutavo Endividado,collabra,elder druid,1936,120647054167,Optional PvP,2026-01-26 19:02:58.360767
392,393,Keenghi,karmeya,elder druid,1932,119977237958,Optional PvP,2026-01-26 19:02:58.360767
393,394,Sorin Amarelou,inabra,master sorcerer,1932,119881020372,Open PvP,2026-01-26 19:02:58.360767
394,395,Cri Tic,monza,master sorcerer,1931,119775482098,Optional PvP,2026-01-26 19:02:58.360767
395,396,Mi Sioo,harmonia,royal paladin,1931,119676317787,Optional PvP,2026-01-26 19:02:58.360767
396,397,Masterpali,ferobra,royal paladin,1930,119550281538,Open PvP,2026-01-26 19:02:58.360767
397,398,Yuriih,terribra,royal paladin,1929,119306846424,Retro Hardcore PvP,2026-01-26 19:02:58.360767
398,399,Don Lucask,menera,elder druid,1929,119290669686,Optional PvP,2026-01-26 19:02:58.360767
399,400,Viken Maur,yonabra,elder druid,1928,119090891632,Optional PvP,2026-01-26 19:02:58.360767
400,401,Edu Zabojca,terribra,royal paladin,1927,119038941008,Retro Hardcore PvP,2026-01-26 19:02:58.360767
401,402,Thesheik,astera,elite knight,1927,118959079466,Optional PvP,2026-01-26 19:02:58.360767
402,403,Don Roney,jadebra,elder druid,1925,118680446726,Open PvP,2026-01-26 19:02:58.360767
403,404,Pan Krulas,yovera,elite knight,1924,118464939653,Optional PvP,2026-01-26 19:02:58.360767
404,405,Otaviul,inabra,master sorcerer,1924,118336510273,Open PvP,2026-01-26 19:02:58.360767
405,406,Lucaaszin,serdebra,royal paladin,1923,118325011222,Open PvP,2026-01-26 19:02:58.360767
406,407,Vinicin Invicto,celebra,elite knight,1923,118173040709,Optional PvP,2026-01-26 19:02:58.360767
407,408,Highwin Egoista,collabra,royal paladin,1920,117675276588,Optional PvP,2026-01-26 19:02:58.360767
408,409,Marcha Implacavel,collabra,elder druid,1920,117660864556,Optional PvP,2026-01-26 19:02:58.360767
409,410,Cesargxz,talera,elite knight,1920,117601286544,Open PvP,2026-01-26 19:02:58.360767
410,411,Jaacm,ferobra,elder druid,1919,117492334023,Open PvP,2026-01-26 19:02:58.360767
411,412,Vraulin,venebra,master sorcerer,1919,117481753939,Optional PvP,2026-01-26 19:02:58.360767
412,413,Rubio Yamete Kudasai,etebra,master sorcerer,1918,117230213614,Optional PvP,2026-01-26 19:02:58.360767
413,414,Samusziinho,calmera,elite knight,1917,117222128190,Optional PvP,2026-01-26 19:02:58.360767
414,415,Jerminator,lobera,royal paladin,1917,117118211551,Open PvP,2026-01-26 19:02:58.360767
415,416,Erius Mage,inabra,master sorcerer,1917,117103329995,Open PvP,2026-01-26 19:02:58.360767
416,417,Lubelek,karmeya,elite knight,1914,116547382199,Optional PvP,2026-01-26 19:02:58.360767
417,418,Dorivall,ombra,elder druid,1913,116450268056,Open PvP,2026-01-26 19:02:58.360767
418,419,Divekio,luminera,elite knight,1910,115811509943,Optional PvP,2026-01-26 19:02:58.360767
419,420,Hensh,gentebra,elite knight,1909,115727830447,Optional PvP,2026-01-26 19:02:58.360767
420,421,Mestre Nolol,kalibra,elder druid,1909,115621514988,Optional PvP,2026-01-26 19:02:58.360767
421,422,Aiacos Navy Seal,talera,master sorcerer,1909,115615476048,Open PvP,2026-01-26 19:02:58.360767
422,423,Groku Fallout,ourobra,royal paladin,1908,115578538725,Open PvP,2026-01-26 19:02:58.360767
423,424,Rafaelkiller,gentebra,elite knight,1908,115523592544,Optional PvP,2026-01-26 19:02:58.360767
424,425,Apex Pierre,epoca,royal paladin,1906,115077213813,Retro Open PvP,2026-01-26 19:02:58.360767
425,426,Der Eda,belobra,royal paladin,1905,115037879371,Optional PvP,2026-01-26 19:02:58.360767
426,427,Kamix,celesta,royal paladin,1904,114759289003,Optional PvP,2026-01-26 19:02:58.360767
427,428,Hyero Barone,belobra,royal paladin,1903,114522731449,Optional PvP,2026-01-26 19:02:58.360767
428,429,Urso Neutrin,descubra,master sorcerer,1902,114433714973,Optional PvP,2026-01-26 19:02:58.360767
429,430,Chris Subownerdo Gbe,ombra,elite knight,1902,114362187309,Open PvP,2026-01-26 19:02:58.360767
430,431,Alfiler Flecha Sombria,ferobra,royal paladin,1901,114194585214,Open PvP,2026-01-26 19:02:58.360767
431,432,Berdev,issobra,elite knight,1899,113878681772,Optional PvP,2026-01-26 19:02:58.360767
432,433,Berdev,etebra,elite knight,1899,113796269252,Optional PvP,2026-01-26 19:02:58.360767
433,434,Tejows Corporation,etebra,elite knight,1898,113691174867,Optional PvP,2026-01-26 19:02:58.360767
434,435,Agatah,belobra,royal paladin,1898,113638680707,Optional PvP,2026-01-26 19:02:58.360767
435,436,Theuzikat,quelibra,elder druid,1898,113628160763,Open PvP,2026-01-26 19:02:58.360767
436,437,Jan Zlote Serce,refugia,royal paladin,1897,113561462103,Optional PvP,2026-01-26 19:02:58.360767
437,438,Nimue Lanuin,gentebra,elite knight,1897,113551990235,Optional PvP,2026-01-26 19:02:58.360767
438,439,Bambo Bambo,thyria,elder druid,1897,113539081555,Open PvP,2026-01-26 19:02:58.360767
439,440,Popych,refugia,elite knight,1897,113530105754,Optional PvP,2026-01-26 19:02:58.360767
440,441,Mister Burst,yonabra,master sorcerer,1897,113453888495,Optional PvP,2026-01-26 19:02:58.360767
441,442,Na gash,monza,royal paladin,1896,113345481126,Optional PvP,2026-01-26 19:02:58.360767
442,443,Brownxzs,yonabra,royal paladin,1896,113237931938,Optional PvP,2026-01-26 19:02:58.360767
443,444,Cosmiic Death,yonabra,master sorcerer,1893,112731015540,Optional PvP,2026-01-26 19:02:58.360767
444,445,Highmage Hidden,yonabra,master sorcerer,1889,112060306451,Optional PvP,2026-01-26 19:02:58.360767
445,446,Aleex con Hat,talera,elder druid,1888,111978809571,Open PvP,2026-01-26 19:02:58.360767
446,447,Vastares,descubra,royal paladin,1888,111951170206,Optional PvP,2026-01-26 19:02:58.360767
447,448,Flanbers Penn,yonabra,royal paladin,1888,111816299906,Optional PvP,2026-01-26 19:02:58.360767
448,449,Lady Tafuri,nefera,elite knight,1888,111814366895,Optional PvP,2026-01-26 19:02:58.360767
449,450,Sir All Migth,yovera,royal paladin,1887,111790710529,Optional PvP,2026-01-26 19:02:58.360767
450,451,Seco Knight,astera,elite knight,1887,111776660386,Optional PvP,2026-01-26 19:02:58.360767
451,452,Doug Devasso,collabra,elite knight,1887,111679191830,Optional PvP,2026-01-26 19:02:58.360767
452,453,Neurotiiko Roronoa,wintera,elite knight,1887,111655228448,Open PvP,2026-01-26 19:02:58.360767
453,454,Hellz Negb,wintera,elite knight,1885,111371092189,Open PvP,2026-01-26 19:02:58.360767
454,455,Mena The Knight,astera,elite knight,1885,111299721439,Optional PvP,2026-01-26 19:02:58.360767
455,456,Relaxado Do Corre,rasteibra,royal paladin,1884,111158203592,Open PvP,2026-01-26 19:02:58.360767
456,457,Vexh Pro,venebra,elite knight,1884,111126293910,Optional PvP,2026-01-26 19:02:58.360767
457,458,Marugo,collabra,master sorcerer,1884,111103478089,Optional PvP,2026-01-26 19:02:58.360767
458,459,Pdois Evoluido,jadebra,elite knight,1882,110915289469,Open PvP,2026-01-26 19:02:58.360767
459,460,Ale Barao,collabra,royal paladin,1881,110732712370,Optional PvP,2026-01-26 19:02:58.360767
