,name,world,skill_name,vocation,skill_level,updated_at
317,Sir Dragsalot,lobera,Sword Fighting,elite knight,146,2026-01-26 19:04:26.054883
318,Sir Master Slayer,lobera,Club Fighting,knight,127,2026-01-26 19:04:26.054883
319,Sir Nemesiz,lobera,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
320,Skatboy,lobera,Shielding,paladin,123,2026-01-26 19:04:26.054883
321,Sky Jet,lobera,Axe Fighting,elite knight,137,2026-01-26 19:04:26.054883
322,Skye Rock,lobera,Magic Level,master sorcerer,133,2026-01-26 19:04:26.054883
323,Stellaa,lobera,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
324,Stingz,lobera,Magic Level,master sorcerer,130,2026-01-26 19:04:26.054883
325,Super Trucker,lobera,Magic Level,sorcerer,129,2026-01-26 19:04:26.054883
326,Swazller,lobera,Magic Level,master sorcerer,133,2026-01-26 19:04:26.054883
327,Tai Pan,lobera,Axe Fighting,knight,128,2026-01-26 19:04:26.054883
328,Takkirus,lobera,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
329,Tiezto,lobera,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
330,Tigcrits,lobera,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
331,Tilo Knauzer,lobera,Axe Fighting,elite knight,133,2026-01-26 19:04:26.054883
332,Tiqokz,lobera,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
333,Tonka Mighty,lobera,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
334,Visorku,lobera,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
335,Vittorious,lobera,Shielding,royal paladin,124,2026-01-26 19:04:26.054883
336,Warrior Blanc,lobera,Shielding,elite knight,123,2026-01-26 19:04:26.054883
337,Wayersz,lobera,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
338,What,lobera,Magic Level,master sorcerer,133,2026-01-26 19:04:26.054883
339,Youlin,lobera,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
340,Zaki Thugs,lobera,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
341,Zero Hand,lobera,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
342,Zorrongo,lobera,Magic Level,master sorcerer,132,2026-01-26 19:04:26.054883
343,Als Bundy,lobera,Shielding,paladin,124,2026-01-26 19:04:26.054883
344,Aquiles Rezo,lobera,Magic Level,master sorcerer,133,2026-01-26 19:04:26.054883
345,Budd Bundy,lobera,Shielding,paladin,124,2026-01-26 19:04:26.054883
346,Capitan Klim,lobera,Fist Fighting,exalted monk,119,2026-01-26 19:04:26.054883
347,Giftmacher,lobera,Shielding,royal paladin,123,2026-01-26 19:04:26.054883
348,Islappa Ufase,lobera,Shielding,paladin,123,2026-01-26 19:04:26.054883
349,Kronek,lobera,Shielding,royal paladin,125,2026-01-26 19:04:26.054883
350,Leel Fufi,lobera,Shielding,royal paladin,123,2026-01-26 19:04:26.054883
351,Leon Green,lobera,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
352,Monlex,lobera,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
353,Myrkz,lobera,Shielding,royal paladin,123,2026-01-26 19:04:26.054883
354,Niagtxivdev,lobera,Fist Fighting,monk,109,2026-01-26 19:04:26.054883
355,Noze Buble,lobera,Shielding,paladin,124,2026-01-26 19:04:26.054883
356,Strong Dody,lobera,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
357,Xynergy,lobera,Fist Fighting,exalted monk,118,2026-01-26 19:04:26.054883
358,Youlin,lobera,Shielding,royal paladin,124,2026-01-26 19:04:26.054883
359,Zarbon rock,lobera,Shielding,elite knight,124,2026-01-26 19:04:26.054883
360,Monkblank,ignitera,Fist Fighting,exalted monk,117,2026-01-26 19:04:26.054883
361,Coleruz,tempestera,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
362,Rodlex,tempestera,Distance Fighting,royal paladin,142,2026-01-26 19:04:26.054883
363,Walawa,tempestera,Fist Fighting,exalted monk,112,2026-01-26 19:04:26.054883
364,Xayak,tempestera,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
365,Mia Moonshine,epoca,Shielding,royal paladin,126,2026-01-26 19:04:26.054883
366,Knuckle Sammich,stralis,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
367,Manabi Stormstout,stralis,Fist Fighting,exalted monk,112,2026-01-26 19:04:26.054883
368,Alex Duenodefirmera,firmera,Distance Fighting,royal paladin,133,2026-01-26 19:04:26.054883
369,Alex Vetz,firmera,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
370,Awdy,firmera,Club Fighting,elite knight,136,2026-01-26 19:04:26.054883
371,Bollzocko,firmera,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
372,Bullet,firmera,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
373,Death creepa,firmera,Fist Fighting,exalted monk,115,2026-01-26 19:04:26.054883
374,Dis Seb,firmera,Magic Level,master sorcerer,135,2026-01-26 19:04:26.054883
375,Elmoyt,firmera,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
376,Falan Jumplas,firmera,Sword Fighting,elite knight,134,2026-01-26 19:04:26.054883
377,Kronek,firmera,Distance Fighting,royal paladin,140,2026-01-26 19:04:26.054883
378,Mill Ion,firmera,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
379,Mistermorland,firmera,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
380,Paima,firmera,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
381,Papii Rakz,firmera,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
382,Peasize Whipped,firmera,Axe Fighting,elite knight,133,2026-01-26 19:04:26.054883
383,Ralf Knutsson,firmera,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
384,Retro Mervix,firmera,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
385,Sincro Wild,firmera,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
386,Sir Zasolix,firmera,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
387,Trivilinchi,firmera,Magic Level,master sorcerer,130,2026-01-26 19:04:26.054883
388,Werox Sanguine,firmera,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
389,Drogo Morningstar,xymera,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
390,Evil Zen,xymera,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
391,Fists of pera,xymera,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
392,Ozaain,xymera,Magic Level,master sorcerer,136,2026-01-26 19:04:26.054883
393,Poni,xymera,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
394,Rydei Khan,xymera,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
395,Victor The Goldenboy,xymera,Fist Fighting,exalted monk,112,2026-01-26 19:04:26.054883
396,Aaxxysh,premia,Fist Fighting,exalted monk,108,2026-01-26 19:04:26.054883
397,Abraxorix,premia,Distance Fighting,royal paladin,133,2026-01-26 19:04:26.054883
398,Acenezz,premia,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
399,Adreuz,premia,Magic Level,master sorcerer,131,2026-01-26 19:04:26.054883
400,Aghe,premia,Magic Level,master sorcerer,135,2026-01-26 19:04:26.054883
401,Aldixa,premia,Axe Fighting,elite knight,139,2026-01-26 19:04:26.054883
402,Alesba,premia,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
403,Arroganz,premia,Fist Fighting,exalted monk,114,2026-01-26 19:04:26.054883
404,Arto Tethar,premia,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
405,Aset,premia,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
406,Avarr,premia,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
407,Axecrusher,premia,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
408,Babie Noah,premia,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
409,Bapster,premia,Magic Level,master sorcerer,130,2026-01-26 19:04:26.054883
410,Best value,premia,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
411,Big Boss Revival,premia,Club Fighting,elite knight,133,2026-01-26 19:04:26.054883
412,Bloody Fight,premia,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
413,Borana,premia,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
414,Brauerz,premia,Fist Fighting,exalted monk,114,2026-01-26 19:04:26.054883
415,Brufer,premia,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
416,Brutala Gumman,premia,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
417,Bticino,premia,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
418,Bushmonk,premia,Fist Fighting,exalted monk,112,2026-01-26 19:04:26.054883
419,Bushumusu,premia,Magic Level,master sorcerer,130,2026-01-26 19:04:26.054883
420,Cossal,premia,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
421,Dahip,premia,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
422,Darkslayer Ronin,premia,Sword Fighting,elite knight,143,2026-01-26 19:04:26.054883
423,Daros Knight,premia,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
424,Daydreamer,premia,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
425,Deemolisher,premia,Magic Level,master sorcerer,127,2026-01-26 19:04:26.054883
426,Delita on Premia,premia,Axe Fighting,knight,130,2026-01-26 19:04:26.054883
427,Dew Boyo Dew,premia,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
428,Dimitrievsky,premia,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
429,Don Santiago,premia,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
430,Dragon Slayer-Premia,premia,Shielding,paladin,123,2026-01-26 19:04:26.054883
431,Elite Maister,premia,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
432,Elrikto,premia,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
433,Energy Puff,premia,Magic Level,master sorcerer,134,2026-01-26 19:04:26.054883
434,Executer Mage,premia,Magic Level,master sorcerer,133,2026-01-26 19:04:26.054883
435,Faguax,premia,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
436,Fahrenhit,premia,Sword Fighting,elite knight,133,2026-01-26 19:04:26.054883
437,Fermetal,premia,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
438,Florento,premia,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
439,Fuxi De Lux,premia,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
440,Habibi Skywalker,premia,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
441,Halcon,premia,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
442,Hallon munk,premia,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
443,Hazyna,premia,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
444,Helzz,premia,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
445,Hundkatt,premia,Club Fighting,elite knight,131,2026-01-26 19:04:26.054883
446,Husio,premia,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
447,Iceshoter,premia,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
448,Ironic Powerliftz,premia,Magic Level,master sorcerer,130,2026-01-26 19:04:26.054883
449,Irriel,premia,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
450,Jack Aubrey,premia,Axe Fighting,elite knight,144,2026-01-26 19:04:26.054883
451,Jalapenow,premia,Magic Level,master sorcerer,127,2026-01-26 19:04:26.054883
452,Jilvienne,premia,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
453,Kakumist,premia,Fist Fighting,exalted monk,112,2026-01-26 19:04:26.054883
454,Kiperek,premia,Sword Fighting,elite knight,133,2026-01-26 19:04:26.054883
455,Kisiel Grillowany,premia,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
456,Kitty Korin,premia,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
457,Levok The Awesome,premia,Club Fighting,knight,126,2026-01-26 19:04:26.054883
458,Liz Freny,premia,Fist Fighting,exalted monk,111,2026-01-26 19:04:26.054883
459,Lord Executer,premia,Sword Fighting,elite knight,148,2026-01-26 19:04:26.054883
460,Macyken,premia,Axe Fighting,elite knight,132,2026-01-26 19:04:26.054883
461,Malacka,premia,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
462,Manpica,premia,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
463,Marfet,premia,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
464,Maxi El Da,premia,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
465,Migge,premia,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
466,Mighty Luke,premia,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
467,Mione Asca,premia,Shielding,paladin,123,2026-01-26 19:04:26.054883
468,Mnihux,premia,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
469,Mynde Gez,premia,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
470,Naku'Ruru,premia,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
471,Neutral Life,premia,Magic Level,master sorcerer,127,2026-01-26 19:04:26.054883
472,Nika Pefisa,premia,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
473,Nivula,premia,Shielding,royal paladin,123,2026-01-26 19:04:26.054883
474,Nuxomawa,premia,Shielding,elite knight,123,2026-01-26 19:04:26.054883
475,Oden the Warrior,premia,Shielding,elite knight,123,2026-01-26 19:04:26.054883
476,Pachh,premia,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
477,Pallerino,premia,Shielding,royal paladin,123,2026-01-26 19:04:26.054883
478,Pam Kamyk,premia,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
479,Paspan,premia,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
480,Petit Lover,premia,Club Fighting,elite knight,128,2026-01-26 19:04:26.054883
481,Piak,premia,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
482,Quis,premia,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
483,Ragond the Monk,premia,Fist Fighting,exalted monk,117,2026-01-26 19:04:26.054883
484,Rogax Bath'iere,premia,Shielding,royal paladin,123,2026-01-26 19:04:26.054883
485,Roon heel,premia,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
486,Senor Max,premia,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
487,Serapis Seledian,premia,Club Fighting,elite knight,131,2026-01-26 19:04:26.054883
488,Sha Dowh,premia,Magic Level,master sorcerer,134,2026-01-26 19:04:26.054883
489,Siberion,premia,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
490,Sir Foxalot,premia,Fist Fighting,exalted monk,112,2026-01-26 19:04:26.054883
491,Sir Kiksiu,premia,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
492,Slawkoo Arrogante,premia,Magic Level,master sorcerer,130,2026-01-26 19:04:26.054883
493,Stella,premia,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
494,Suarelli,premia,Club Fighting,elite knight,132,2026-01-26 19:04:26.054883
495,Szeklerr,premia,Distance Fighting,royal paladin,136,2026-01-26 19:04:26.054883
496,Tankes,premia,Sword Fighting,elite knight,133,2026-01-26 19:04:26.054883
497,Tankes Monk,premia,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
498,Texuk,premia,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
499,The Santiago,premia,Club Fighting,elite knight,128,2026-01-26 19:04:26.054883
500,Tibian Slayer II,premia,Shielding,elite knight,123,2026-01-26 19:04:26.054883
501,Todos Mueren,premia,Magic Level,master sorcerer,140,2026-01-26 19:04:26.054883
502,Triu Verix,premia,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
503,Trixi,premia,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
504,Ufeca,premia,Club Fighting,elite knight,129,2026-01-26 19:04:26.054883
505,Ultra Instinct Knight,premia,Club Fighting,elite knight,130,2026-01-26 19:04:26.054883
506,Vadal,premia,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
507,Vallkadium,premia,Sword Fighting,elite knight,132,2026-01-26 19:04:26.054883
508,Vassanti,premia,Distance Fighting,royal paladin,137,2026-01-26 19:04:26.054883
509,Wabriel,premia,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
510,Wolalla,premia,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
511,Xon Tanker,premia,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
512,Xuxbani,premia,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
513,Yumb,premia,Axe Fighting,elite knight,130,2026-01-26 19:04:26.054883
514,Zenakalm,premia,Club Fighting,elite knight,128,2026-01-26 19:04:26.054883
515,Abraxorix,premia,Shielding,royal paladin,123,2026-01-26 19:04:26.054883
516,Berisvaudinho,premia,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
517,Black Dragon-Premia,premia,Shielding,elite knight,123,2026-01-26 19:04:26.054883
518,Borana,premia,Shielding,royal paladin,124,2026-01-26 19:04:26.054883
519,Daydreamer,premia,Shielding,royal paladin,124,2026-01-26 19:04:26.054883
520,Doggosaurus,premia,Magic Level,master sorcerer,133,2026-01-26 19:04:26.054883
521,Irriel,premia,Shielding,royal paladin,123,2026-01-26 19:04:26.054883
522,Jurdziii,premia,Fist Fighting,exalted monk,114,2026-01-26 19:04:26.054883
523,Stella,premia,Shielding,royal paladin,123,2026-01-26 19:04:26.054883
524,Trixi,premia,Shielding,royal paladin,123,2026-01-26 19:04:26.054883
525,Troy,premia,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
526,Vassanti,premia,Shielding,royal paladin,123,2026-01-26 19:04:26.054883
527,Wlodarzek,premia,Fist Fighting,exalted monk,115,2026-01-26 19:04:26.054883
528,Wujek Szydlo,premia,Fist Fighting,exalted monk,109,2026-01-26 19:04:26.054883
529,Xuxbani,premia,Shielding,royal paladin,124,2026-01-26 19:04:26.054883
530,Yala Monk,premia,Fist Fighting,exalted monk,110,2026-01-26 19:04:26.054883
531,Gurizinho Poderoso,luzibra,Fist Fighting,exalted monk,115,2026-01-26 19:04:26.054883
532,Abs Monkzada,honbra,Fist Fighting,exalted monk,117,2026-01-26 19:04:26.054883
533,Adorned Pouncer,honbra,Magic Level,master sorcerer,136,2026-01-26 19:04:26.054883
534,Agiot,honbra,Sword Fighting,elite knight,135,2026-01-26 19:04:26.054883
535,Angel Di Nanorka,honbra,Axe Fighting,elite knight,129,2026-01-26 19:04:26.054883
536,Bedaz Koranav,honbra,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
537,Bloody Leop,honbra,Sword Fighting,elite knight,131,2026-01-26 19:04:26.054883
538,Bloody Vitim,honbra,Magic Level,master sorcerer,131,2026-01-26 19:04:26.054883
539,Bomba Chapeleiro,honbra,Axe Fighting,elite knight,136,2026-01-26 19:04:26.054883
540,Champion Afegod,honbra,Distance Fighting,royal paladin,135,2026-01-26 19:04:26.054883
541,Cherie,honbra,Magic Level,master sorcerer,129,2026-01-26 19:04:26.054883
542,Conqueress,honbra,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
543,Critical Opressor,honbra,Magic Level,master sorcerer,128,2026-01-26 19:04:26.054883
544,Destruidor Naja,honbra,Distance Fighting,royal paladin,134,2026-01-26 19:04:26.054883
545,Deusebra Miaumiau,honbra,Fist Fighting,exalted monk,112,2026-01-26 19:04:26.054883
546,Doom Monk,honbra,Fist Fighting,exalted monk,117,2026-01-26 19:04:26.054883
547,Edi Paladino,honbra,Distance Fighting,royal paladin,138,2026-01-26 19:04:26.054883
548,Edson Junior,honbra,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
549,Ekvalow,honbra,Club Fighting,elite knight,125,2026-01-26 19:04:26.054883
550,Eldor Doria,honbra,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
551,Fuzzy Dogmal,honbra,Club Fighting,elite knight,126,2026-01-26 19:04:26.054883
552,Gorzin,honbra,Magic Level,master sorcerer,130,2026-01-26 19:04:26.054883
553,Gu Too,honbra,Club Fighting,elite knight,127,2026-01-26 19:04:26.054883
554,Junin Ek,honbra,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
555,Kallashy,honbra,Sword Fighting,elite knight,136,2026-01-26 19:04:26.054883
556,Knight Charlover,honbra,Sword Fighting,knight,132,2026-01-26 19:04:26.054883
557,Kotz Lidera,honbra,Magic Level,master sorcerer,133,2026-01-26 19:04:26.054883
558,Launk,honbra,Fist Fighting,exalted monk,127,2026-01-26 19:04:26.054883
559,Lefay,honbra,Magic Level,master sorcerer,138,2026-01-26 19:04:26.054883
560,Lord Ayzh,honbra,Axe Fighting,elite knight,131,2026-01-26 19:04:26.054883
561,Lorenzo,honbra,Sword Fighting,elite knight,130,2026-01-26 19:04:26.054883
562,Maiithare,honbra,Axe Fighting,elite knight,128,2026-01-26 19:04:26.054883
